Point Cloud Visibility
43
Visibility for camera video5771447340057498062_frame00000.jpg
1193 474.549 702.437
1194 469.365 504.353
1195 474.177 576.819
1196 473.506 409.046
1197 484.235 503.238
1199 504.754 576.129
1201 615.362 50.0439
1202 616.311 26.9031
1203 531.477 641.105
1205 623.7 39.4448
1206 528.176 838.908
1207 527.751 487.13
1208 504.33 940.907
1209 548.332 813.802
1210 557.621 683.785
1211 543.351 844.486
1212 565.381 780.979
1213 533.716 882.645
1214 518.932 954.526
1215 570.539 788.719
1216 582.674 791.065
1217 500.726 1055.61
1219 672.888 33.8145
1220 601.301 424.3
1221 569.743 872.526
1222 584.802 838.019
1223 613.402 370.06
1224 601.008 791.334
1225 24.8664 572.451
1226 49.7211 104.86
1227 49.9295 121.809
1228 55.5272 112.655
1229 68.8348 121.242
1230 72.5962 560.06
1231 72.5962 560.06
1232 76.645 613.701
1233 80.2405 855.981
1234 95.882 447.495
1235 101.823 481.429
1236 107.662 786.476
1237 108.642 876.724
1238 112.861 692.669
1239 117.35 874.272
1240 121.2 980.039
1241 122.774 570.987
1242 125.766 802.379
1243 127.321 478.381
1244 128.694 586.034
1245 130.195 858.69
1246 133.956 688.702
1247 135.419 405.879
1248 135.423 672.042
1249 142.802 649.749
1250 146.199 655.211
1251 153.988 849.262
1252 154.868 297.835
1253 162.428 809.185
1254 166.252 590.424
1255 167.52 174.029
1256 174.758 213.237
1257 183.185 440.4
1258 187.016 1055.31
1259 196.776 525.345
1260 203.277 366.769
1261 203.298 999.4
1262 208.411 728.923
1263 224.003 919.891
1264 230.202 880.848
1265 261.452 1185.14
1266 268.113 796.278
1267 271.854 364.789
1268 272.738 165.978
1269 287.706 753.458
1270 305.238 607.991
1271 310.756 492.32
1272 310.948 353.58
1273 325.98 867.867
1274 337.624 854.115
1275 338.404 825.998
1276 338.791 1128.26
1277 341.416 715.303
1278 342.958 591.178
1279 347.066 554.394
1280 355.808 123.531
1281 364.037 447.717
1282 368.974 820.889
1283 373.926 966.282
1284 383.822 354.739
1285 401.958 806.732
1286 402.497 446.639
1287 405.088 667.311
1288 410.042 327.906
1289 415.973 885.437
1290 422.224 810.942
1291 426.511 229.349
1292 431.153 973.723
1293 438.964 755.984
1294 439.298 1051.12
1295 440.293 943.177
1296 445.139 922.443
1297 448.439 620.707
1298 452.561 780.57
1299 458.025 565.966
1300 458.025 565.966
1301 460.802 474.591
1302 462.6 611.74
1303 463.633 659.827
1304 464.197 467.345
1305 465.591 825.392
1306 467.122 693.705
1307 468.699 597.878
1308 474.824 735.031
1309 475.275 613.785
1310 475.507 548.747
1311 478.167 511.724
1312 479.986 435.097
1313 483.659 974.326
1314 484.046 623.863
1315 493.165 457.796
1316 500.185 513.712
1317 500.912 547.162
1318 510.591 479.07
1319 512.662 525.796
1320 513.485 548.612
1321 524.977 816.66
1322 524.977 816.66
1323 525.345 853.973
1324 545.219 697.948
1325 545.219 697.948
1326 547.778 524.524
1327 547.778 524.524
1328 548.048 806.485
1329 556.729 664.235
1330 578.293 857.616
1331 595.061 826.59
1332 607.521 382.509
1333 612.825 886.606
1334 613.006 724.653
1335 613.096 624.84
1336 633.97 589.625
1337 634.348 458.374
1338 639.932 756.81
1339 640.612 741.039
1340 641.458 702.535
1341 654.263 800.767
1342 658.473 506.213
1343 659.707 759.741
1344 675.563 677.153
1345 690.627 704.682
Visibility for camera video5771447340057498062_frame00015.jpg
230
275 410.884 128.902
868 16.7911 580.062
985 514.386 106.83
988 21.7512 716.289
991 34.0302 723.951
994 26.5224 815.749
999 202.108 686.239
1000 266.906 617.989
1036 231.635 477.071
1037 176.777 596.687
1039 157.572 654.751
1044 280.616 533.145
1061 50.9408 613.159
1063 55.1108 722.923
1064 149.363 480.702
1065 59.7247 748.406
1068 55.7589 829.579
1076 211.922 691.93
1077 281.759 479.129
1078 39.7629 1025.4
1080 223.526 673.75
1081 184.758 867.993
1082 191.117 862.531
1085 337.584 478.906
1088 351.805 486.036
1089 353.888 498.159
1090 290.071 688.011
1091 316.884 622.722
1092 227.959 879.357
1094 237.001 867.478
1096 332.167 624.041
1099 359.415 635.043
1100 268.726 888.06
1101 120.792 1129.16
1103 376.271 630.159
1109 366.834 714.587
1111 370.338 723.616
1113 311.227 902.907
1115 373.715 814.28
1121 42.3757 51.4274
1122 65.2152 165.881
1124 86.4432 166.363
1125 99.8699 261.438
1130 72.7828 611.903
1132 101.671 481.776
1133 18.4505 927.306
1137 90.8843 573.07
1138 44.4942 917.947
1140 59.3838 885.208
1141 149.363 480.702
1142 167.381 391.064
1143 102.139 847.609
1144 138.415 651.605
1146 161.504 670.235
1148 269.031 143.464
1152 85.8864 1200.12
1154 224.875 758.588
1155 212.889 856.11
1156 193.568 952.788
1157 156.4 1062.78
1165 323.717 628.06
1167 313.654 898.309
1168 313.654 898.309
1170 317.568 916.426
1173 303.169 1045.42
1174 300.83 1129.26
1175 338.342 1036.6
1181 415.14 887.431
1183 427.749 897.286
1184 439.148 896.616
1185 436.911 801.979
1186 430.942 999.056
1187 432.909 525.06
1188 432.909 525.06
1189 448.855 822.877
1191 463.109 899.761
1193 457.035 764.848
1194 448.837 540.962
1195 454.959 624.878
1196 450.74 430.076
1197 464.993 539.355
1198 488.037 945.393
1200 508.241 909.423
1203 525.627 682.532
1204 532.451 876.239
1207 518.945 510.271
1208 492.086 1048.29
1211 541.166 913.617
1212 567.42 827.299
1213 527.329 966.508
1214 507.452 1069.11
1215 573.509 838.437
1217 481.861 1217.06
1220 608.712 425.306
1221 569.556 953.513
1222 588.615 904.09
1223 621.907 361.819
1224 607.281 841.685
1229 43.65 69.6299
1231 26.173 569.651
1233 18.4505 927.306
1235 64.6742 476.264
1236 55.7777 837.817
1237 46.4054 957.897
1239 55.9944 955.194
1240 45.4838 1105.36
1241 82.7068 581.524
1242 74.091 855.944
1243 91.3961 474.259
1245 72.4844 934.088
1247 105.701 389.77
1248 90.1616 703.802
1249 101.151 673.329
1250 106.246 680.232
1251 100.428 920.46
1252 142.515 259.731
1253 115.301 865.634
1254 129.546 604.657
1256 164.237 166.731
1257 153.68 430.069
1258 111.559 1216.35
1259 164.799 530.235
1261 137.554 1130.62
1262 167.449 770.838
1267 251.948 342.517
1269 255.599 800.624
1270 279.766 627.765
1271 289.394 491.661
1273 291.922 947.003
1274 306.661 927.074
1275 309.088 894.254
1277 314.45 759.801
1278 318.745 608.839
1279 328.394 564.929
1280 350.449 68.6407
1281 348.913 442.114
1282 341.794 889.435
1283 338.935 1086.49
1284 371.104 332.336
1285 381.241 875.303
1288 407.115 294.132
1289 392.991 970.727
1290 401.852 880.795
1291 421.605 185.935
1292 405.813 1095.6
1294 410.039 1208.65
1295 417.332 1051.63
1296 423.805 1022.47
1297 425.701 673.42
1298 432.978 851.467
1299 436.123 612.418
1300 436.123 612.418
1301 438.083 507.175
1302 442.09 664.678
1303 443.845 717.339
1304 441.269 498.745
1305 449.913 900.78
1306 449.243 755.477
1307 448.064 645.972
1308 458.484 800.474
1309 456.323 665.903
1310 455.568 593.522
1311 458.462 550.987
1312 458.707 460.059
1314 466.686 673.916
1317 487.415 585.528
1318 497.567 502.587
1319 501.558 558.527
1320 501.781 582.578
1321 521.292 876.243
1322 521.292 876.243
1323 519.663 926.81
1324 543.7 739.961
1325 543.7 739.961
1326 544.131 548.279
1327 544.131 548.279
1328 547.69 861.725
1329 558.176 699.669
1330 579.992 933.238
1331 598.896 889.321
1332 615.614 376.322
1333 618.708 971.2
1334 622.087 751.127
1335 622.426 644.195
1336 646.581 599.89
1337 645.042 457.018
1338 652.201 794.93
1339 652.911 774.246
1340 654.321 725.339
1341 668.471 854.234
1342 674.174 503.038
1343 674.064 799.573
1344 692.27 691.449
1345 708.587 726.711
1346 36.1666 187.462
1347 64.8643 770.702
1348 74.271 378.155
1349 75.3895 796.99
1350 101.762 750.169
1351 105.39 855.869
1352 110.103 779.874
1353 114.017 154.38
1354 117.492 483.552
1355 123.764 856.744
1356 145.206 327.306
1357 164.463 140.1
1358 165.167 679.522
1359 171.909 839.977
1360 188.157 139.713
1361 199.28 556.513
1362 201.832 478.006
1363 210.862 424.207
1364 227.959 879.357
1365 233.416 364.722
1366 233.786 704.927
1367 236.254 763.747
1368 244.893 621.628
1369 245.099 837.782
1370 278.6 393.145
1371 321.606 720.483
1372 356.402 302.665
1373 368.36 371.074
1374 384.534 911.004
1375 386.842 360.458
1376 436.946 596.442
1377 516.316 758.17
1378 522.541 805.15
1379 527.15 783.735
1380 531.595 909.741
1381 534.298 720.671
Visibility for camera video5771447340057498062_frame00016.jpg
206
275 455.453 172.679
545 587.231 20.4637
630 586.685 45.7643
721 569.494 33.1647
812 105.044 495.802
868 44.7344 675.666
924 76.3273 691.956
930 183.846 684.013
956 68.4864 959.832
981 548.531 64.2744
983 556.117 66.5114
985 567.9 148.229
991 67.914 857.603
994 61.7546 978.924
999 267.72 811.411
1036 291.781 556.898
1037 233.901 698.252
1038 552.196 51.1449
1044 352.465 622.646
1046 196.788 1036.57
1058 225.58 234.766
1059 216.919 112.063
1064 194.872 559.066
1065 99.7808 887.551
1067 159.075 693.824
1072 242.213 794.201
1073 249.995 793.859
1074 363.678 389.985
1076 280.579 818.076
1079 226.189 1047.26
1080 294.796 796.853
1084 343.931 805.194
1088 430.903 567.185
1089 435.119 580.647
1090 377.372 816.377
1092 316.085 1069.57
1094 325.992 1056.77
1096 422.126 734.706
1100 367.389 1083.9
1103 476.164 742.266
1105 506.69 647.768
1108 400.965 1054.6
1109 473.418 849.283
1111 478.877 861.961
1112 419.212 1115.12
1114 439.763 1072.36
1115 493.776 984.772
1121 62.8531 98.0574
1122 83.247 216.569
1123 85.9232 115.983
1130 110.193 716.457
1132 138.938 559.682
1133 57.0005 1138.14
1135 50.4613 1198.55
1136 228.068 245.981
1137 131.087 669.461
1138 88.9115 1123.77
1140 106.625 1074.67
1141 194.872 559.066
1143 155.691 1021.5
1148 302.425 190.364
1150 281.49 511.785
1155 294.818 1040.98
1159 400.876 78.6716
1165 411.927 738.381
1167 426.78 1099.64
1168 426.78 1099.64
1169 470 449.311
1170 433.421 1124.14
1171 482.893 475.116
1177 521.603 816.378
1180 607.26 44.5925
1183 582.973 1113.27
1184 598.646 1114.34
1185 600.351 996.17
1187 607.951 647.181
1188 607.951 647.181
1189 616.262 1023.51
1192 627.185 825.091
1193 629.81 951.12
1194 627.396 667.927
1195 632.894 774.371
1196 635.22 526.849
1197 648.371 665.24
1198 657.04 1170.23
1200 672.623 1113.8
1206 689.544 1107.65
1207 691.054 618.378
1226 43.8752 99.7781
1228 51.5275 107.297
1229 65.9909 117.287
1231 57.5412 665.807
1232 61.9622 743.716
1233 57.0005 1138.14
1234 91.4354 511.508
1235 96.2862 554.43
1237 94.0541 1188.78
1238 106.893 862.365
1239 107.027 1185.8
1241 122.519 678.714
1242 120.644 1030.44
1243 127.718 551.569
1244 130.304 700.027
1245 123.424 1148.34
1247 140.392 455.043
1248 133.688 833.615
1249 146.588 792.163
1251 158.08 1128.3
1253 172.296 1045.41
1254 177.394 706.644
1255 179.171 175.189
1256 186.645 216.542
1257 199.006 500.85
1262 230.625 918.578
1264 268.001 1194.9
1266 318.259 1043.48
1268 297.06 160.956
1269 343.236 963.495
1270 356.211 736.601
1271 359.056 572.545
1272 350.527 389.31
1273 405.845 1168.68
1274 419.838 1140.04
1277 418.332 915.742
1278 406.047 718.277
1280 389.206 111.755
1281 423.402 513.599
1282 464.627 1092.65
1284 440.753 390.623
1285 515.659 1076.05
1286 470.717 512.099
1288 460.248 346.949
1289 542.042 1209.3
1290 544.697 1085.97
1291 479.074 231.616
1293 574.132 1023.12
1297 590.843 834.562
1298 592.326 1057.53
1299 607.34 756.91
1300 607.34 756.91
1301 615.391 624.761
1302 614.082 822.509
1303 616.563 890.763
1304 619.349 612.869
1307 623.329 801.396
1308 630.602 995.451
1309 633.085 825.985
1311 641.421 678.552
1312 645.26 565.525
1315 658.413 593.138
1317 663.969 718.026
1319 675.91 680.162
1321 678.179 1063.18
1322 678.179 1063.18
1328 706.214 1039.82
1346 54.043 239.764
1347 106.855 919.207
1348 105.33 442.218
1349 119.922 954.762
1350 149.858 891.68
1351 159.672 1032.28
1352 162.713 929.745
1353 136.659 202.55
1355 181.502 1032.99
1356 184.931 385.966
1357 186.696 189.285
1358 223.042 801.842
1359 243.517 1017.63
1360 208.719 190.854
1361 255.921 650.148
1363 263.304 495.042
1364 316.085 1069.57
1365 287.479 426.505
1366 307.806 834.824
1367 316.511 915.146
1368 314.831 728.899
1369 335.786 1018.36
1371 415.656 858.159
1373 443.46 434.266
1374 523.474 1123.74
1375 456.052 422.17
1376 609.344 738.472
1379 686.315 948.691
1380 699.776 1114.28
1382 43.5543 686.218
1383 51.3808 919.98
1384 55.522 955.225
1385 64.8274 842.991
1386 66.1983 547.066
1387 68.2996 1009.37
1388 74.6575 613.592
1389 80.9877 976.473
1390 97.9076 536.411
1391 102.34 743.236
1392 117.937 875.799
1393 126.809 498.415
1394 136.165 986.616
1395 163.349 547.603
1396 173.801 499.831
1397 186.683 840.423
1398 188.245 564.019
1399 205.95 687.055
1400 224.632 609.954
1401 257.215 388.882
1402 271.643 420.289
1403 458.419 965.805
Visibility for camera video5771447340057498062_frame00017.jpg
163
769 71.9582 531.754
812 206.673 504.744
819 44.6953 786.477
868 168.057 710.676
875 50.175 881.126
877 219.326 718.608
892 65.3996 1034.7
919 153.977 719.651
924 206.669 728.988
956 252.213 1062.4
983 645.627 29.8821
986 339.395 639.686
988 210.591 919.341
991 228.415 929.704
999 462.928 871.259
1000 535.235 766.065
1006 19.2133 151.747
1026 159.104 707.326
1031 177.258 1084.74
1036 441.073 567.928
1037 398.619 735.494
1046 420.475 1158.36
1052 84.5571 103.944
1055 115.595 93.303
1059 268.52 91.4283
1063 260.965 930.587
1064 323.39 574.217
1065 268.487 965.899
1072 429.307 851.491
1073 439.209 850.837
1074 492.322 377.971
1076 477.07 880.139
1077 510.481 568.816
1079 460.999 1173.58
1081 505.385 1182.34
1084 561.765 866.842
1090 604.853 879.861
1092 582.01 1205.04
1093 582.378 1185.47
1094 598.803 1191.18
1095 631.487 808.356
1096 639.121 777.629
1097 668.626 386.768
1098 651.876 1053.66
1099 682.009 793.12
1120 45.2287 796.133
1122 120.198 208.477
1123 126.469 99.849
1124 150.877 207.434
1126 183.155 1006.21
1128 212.029 164.896
1129 210.418 145.104
1130 254.906 758.382
1132 258.541 575.737
1137 272.526 703.512
1139 278.565 219.482
1141 323.39 574.217
1142 322.975 456.692
1143 366.224 1137
1144 365.611 820.81
1147 356.815 140.267
1150 417.271 517.321
1151 447.465 876.451
1155 555.501 1169.54
1160 577.146 1035.92
1162 625.61 1057.4
1165 624.132 781.725
1225 114.512 714.491
1226 81.0026 83.9226
1227 84.5571 103.944
1230 183.404 698.607
1231 183.404 698.607
1235 207.237 569.283
1236 289.964 1118.1
1238 277.512 936.643
1242 322.636 1150.17
1243 244.769 566.517
1246 313.49 934.938
1250 316.991 858.241
1252 214.432 306.296
1253 390.29 1170.36
1254 328.381 744.531
1255 212.029 164.896
1259 360.776 640.887
1266 586.355 1173.89
1267 421.873 394.895
1269 593.529 1064.79
1270 554.449 780.328
1271 521.7 584.171
1278 617.841 757.271
1279 601.121 685.882
1281 589.028 516.539
1284 584.986 376.31
1286 648.306 512.451
1288 562.084 330.192
1347 290.752 1010.11
1348 198.591 444.302
1349 316.574 1058.18
1350 331.96 971.735
1351 368.859 1150.07
1352 356.599 1021.88
1354 279.839 577.745
1355 401.823 1154.25
1356 284.371 379.755
1358 406.14 860.833
1359 485.517 1137.95
1360 243.13 178.309
1361 416.426 677.639
1362 397.903 569.285
1363 394.906 499.118
1364 582.01 1205.04
1365 411.76 421.626
1366 514.366 900.404
1367 550.795 1004.48
1368 500.4 771.132
1369 606.778 1142.77
1370 471.375 455.819
1371 660.556 929.14
1372 497.453 343.98
1373 598.514 424.835
1375 604.477 410.596
1383 223.177 1011.66
1384 235.567 1057.06
1385 225.323 913.963
1386 171.313 562.254
1387 251.512 1121.06
1389 269.143 1082.83
1391 255.522 792.25
1392 291.409 953.463
1393 235.292 506.389
1394 341.187 1097.31
1395 286.619 561.028
1396 288.736 506.816
1397 374.137 910.045
1398 316.167 579.237
1399 365.884 723.244
1400 372.759 632.29
1401 367.149 380.938
1402 383.893 414.627
1404 35.3629 918.628
1405 36.7663 409.123
1406 43.8734 781.937
1407 50.1438 898.71
1408 53.3957 698.967
1409 58.483 369.768
1410 59.8745 1015.59
1411 65.2827 560.341
1412 70.8274 1056.95
1413 72.8086 525.954
1414 87.9722 559.673
1415 91.1563 1035.84
1416 94.1153 927.861
1417 120.887 610.464
1418 123.605 813.154
1419 144.408 488.547
1420 146.135 638.531
1421 146.757 925.378
1422 191.811 607.085
1423 191.961 622.88
1424 303.229 454.372
1425 410.987 275.833
1426 547.509 661.131
1427 632.367 441.329
Visibility for camera video5771447340057498062_frame00018.jpg
147
769 210.114 532.635
812 359.506 502.691
813 112.564 807.004
819 223.365 823.575
847 36.8989 615.969
867 213.249 932.542
868 358.431 736.764
869 291.007 813.439
871 255.154 973.235
875 255.266 941.494
877 421.864 746.457
892 302.628 1131.16
915 38.8958 1018.1
917 217.768 808.206
919 339.349 747.231
924 406.261 758.182
925 235.968 1115.71
932 397.012 1147.4
986 554.16 656.094
988 463.908 990.981
991 489.354 1003.98
992 630.923 640.899
994 543.96 1201.6
996 543.948 1180.86
1004 23.8658 155.75
1006 71.3827 132.553
1008 76.5927 155.034
1022 160.271 164.46
1026 346.843 732.966
1032 647.451 250.952
1036 661.402 572.483
1037 651.749 769.358
1052 142.667 81.196
1053 162.25 56.2067
1054 162.25 56.2067
1056 246.546 1146.05
1063 531.914 1006.39
1064 515.55 578.833
1065 539.163 1047.17
1066 560.898 1176.03
1116 93.313 490.844
1119 167.73 621.069
1120 224.249 837.001
1130 477.939 796.095
1132 434.288 580.681
1134 302.14 177.249
1137 491.597 730.058
1139 325.619 205.301
1141 515.55 578.833
1144 636.431 870.869
1146 684.367 903.44
1150 614.222 515.44
1225 291.308 739.903
1230 379.691 724.541
1231 379.691 724.541
1232 428.383 836.316
1234 341.411 521.228
1236 607.258 1243.26
1243 419.845 571.176
1244 487.09 770.262
1246 602.92 1011.84
1247 387.238 451.155
1248 584.456 969.686
1254 560.625 778.077
1257 492.001 504.854
1272 660.012 359.466
1348 339.515 436.404
1356 428.432 364.317
1358 692.362 922.08
1362 608.19 573.228
1363 587.003 494.892
1365 594.707 408.685
1370 665.845 446.126
1372 623.216 327.419
1382 355.556 751.222
1383 505.846 1108.14
1384 536.2 1168.52
1385 484.703 984.577
1386 328.656 566.969
1387 557.796 1247.23
1388 368.17 653.189
1389 580.365 1200.1
1390 373.593 553.923
1391 496.239 836.585
1392 571.138 1033.1
1393 390.603 504.299
1394 683.263 1222.81
1395 470.313 565.644
1396 457.901 504.215
1397 672.522 983.063
1398 504.951 584.896
1399 610.512 754.734
1400 596.987 646.921
1401 526.411 363.775
1402 545.894 401.52
1404 237.12 984.78
1405 139.628 400.699
1406 223.33 820.195
1407 253.613 961.595
1409 161.291 358.284
1410 297.269 1109.29
1411 202.668 565.876
1412 310.34 1158.76
1413 211.798 526.48
1414 229.518 565.039
1415 337.121 1134.23
1416 309.864 996.681
1418 323.152 857.866
1419 284.896 485.202
1420 313.269 653.327
1421 377.688 994.488
1422 371.27 618.162
1423 370.851 634.871
1424 461.286 445.975
1425 498.8 258.168
1428 25.5857 1114.49
1429 37.081 1105.03
1430 40.3325 705.802
1431 45.0265 264.593
1432 53.52 912.743
1433 53.7002 613.322
1434 55.4534 804.366
1435 55.6245 1079.87
1436 66.2661 923.75
1437 69.2748 802.093
1438 92.8898 619.988
1439 106.741 776.181
1440 111.406 561.59
1441 115.606 633.888
1442 123.239 911.641
1443 135.131 528.048
1444 138.116 411.293
1445 141.781 702.485
1446 143.432 528.379
1447 145.72 632.45
1448 156.366 619.373
1449 159.892 678.997
1450 161.291 358.284
1451 163.853 633.989
1452 168.41 605.071
1453 187.065 699.66
1454 191.952 548.256
1455 214.686 704.169
1456 230.142 447.767
1457 452.336 304.908
1458 605.053 284.935
1459 676.974 112.023
Visibility for camera video5771447340057498062_frame00019.jpg
129
768 157.269 785.931
769 366.758 508.508
789 27.0062 511.579
792 475.068 264.812
793 480.582 108.268
797 129.59 689.065
801 246.622 597.134
813 321.497 811.271
816 335.022 956.636
819 461.557 827.532
838 112.417 585.914
839 136.532 595.268
840 102.697 661.66
847 175.291 602.932
854 430.833 591.257
867 488.698 952.029
868 598.021 726.858
869 549.096 814.207
871 539.28 994.119
875 541.753 959.06
877 676.241 735.663
892 655.097 1175.44
905 114.616 577.273
915 306.388 1057.06
917 455.569 809.911
919 573.098 738.882
924 656.622 749.453
925 564.733 1160.26
969 473.769 260.268
1004 26.3714 115.126
1005 31.0127 95.7423
1006 75.1034 90.966
1008 79.3749 115.069
1010 118.888 166.702
1012 63.9656 583.028
1014 135.708 518.825
1016 211.666 916.197
1018 240.685 202.657
1019 240.685 202.657
1020 234.598 91.9355
1022 252.769 113.187
1025 558.223 978.793
1026 584.139 724.058
1032 704.342 215.339
1056 586.217 1195.6
1116 209.196 466.585
1120 463.067 841.157
1132 636.743 554.77
1142 652.345 412.696
1243 615.214 545.528
1348 483.425 402.831
1354 668.358 556.792
1382 592.219 742.446
1388 579.766 636.254
1390 563.637 527.664
1396 642.069 472.225
1402 708.181 362.28
1404 525.351 1010.14
1405 234.487 368.439
1406 461.878 824.416
1407 538.271 981.925
1408 419.313 713.735
1409 252.88 323.199
1410 648.816 1151.06
1411 356.801 545.006
1412 667.989 1206.77
1414 387.928 543.259
1415 701.508 1178.15
1416 613.943 1019.16
1417 477.149 602.852
1418 586.83 861.482
1419 437.335 456.063
1420 510.948 637.328
1421 698.739 1015.89
1422 586.48 596.703
1423 584.171 615.379
1424 626.074 410.47
1428 308.165 1169.25
1429 318.979 1157.61
1430 202.268 700.639
1431 50.8876 230.945
1432 278.013 932.935
1433 195.828 599.575
1434 247.783 810.171
1435 328.763 1127.11
1436 293.665 945.126
1437 265.607 807.097
1438 243.879 606.999
1439 317.645 778.145
1442 372.372 930.381
1444 246.92 378.403
1445 328.975 694.565
1446 286.312 504.888
1447 307.886 618.365
1448 320.509 603.925
1449 354.966 668.246
1451 330.957 620.504
1452 337.603 587.944
1453 386.01 691.347
1454 343.516 524.986
1455 420.601 695.702
1456 354.845 417.819
1457 493.294 273.304
1460 19.6587 897.889
1461 26.5965 680.245
1462 52.6587 786.082
1463 84.9887 583.434
1464 85.2876 886.915
1465 94.4745 733.341
1466 118.551 153.763
1467 119.768 872.318
1468 129.59 689.065
1469 169.348 786.004
1470 176.421 662.912
1471 185.632 536.406
1472 202.049 737.19
1473 220.872 611.54
1474 221.225 525.835
1475 229.858 665.597
1476 234.774 540.954
1477 239.12 662.161
1478 255.325 541.916
1479 259.838 546.787
1480 289.491 401.776
1481 331.101 410.085
1482 335.867 932.667
1483 400.145 475.333
1484 405.386 383.151
1485 489.166 108.65
Visibility for camera video5771447340057498062_frame00020.jpg
98
680 215.985 245.269
698 34.654 452.442
762 190.303 901.601
768 380.42 805.917
769 549.382 495.493
790 17.5044 894.685
791 488.58 239.46
796 73.3276 1025
797 312.394 698.633
799 302.44 798.224
800 706.447 238.62
801 428.406 595.306
813 584.351 827.928
814 478.524 1114.52
837 284.24 515.905
839 296.419 596.201
840 282.201 670.77
841 307.294 586.012
847 341.856 602.884
905 271.677 577.658
915 668.912 1112.36
963 141.749 114.23
965 340.885 170.268
967 512.228 1110.63
1006 59.9174 60.1654
1008 62.6733 86.381
1010 104.68 143.185
1014 270.944 512.583
1016 487.938 952.016
1119 535.984 601.948
1408 666.679 718.017
1409 348.564 300.53
1411 532.25 535.331
1413 551.408 487.822
1417 704.001 595.093
1428 695.667 1240.05
1429 702.644 1227.58
1431 39.2187 212.195
1433 365.215 598.633
1434 493.026 831.632
1435 696.234 1189.98
1436 591.77 980.505
1437 514.719 826.991
1438 424.33 605.744
1439 584.586 792.944
1440 402.016 535.286
1441 456.438 618.476
1442 693.317 963.029
1443 443.066 494.079
1445 555.642 699.316
1446 453.427 493.795
1447 500.893 616.294
1448 517.234 601.258
1449 590.957 668.501
1450 348.564 300.53
1451 527.664 617.282
1452 538.706 581.251
1453 627.487 694.49
1454 519.919 513.636
1455 669.373 698.736
1456 489.248 400.119
1460 243.246 940.164
1461 186.594 693.395
1462 247.186 809.993
1463 234.301 584.708
1464 328.818 924.918
1465 296.917 749.059
1466 103.792 128.493
1467 374.804 907.54
1468 312.394 698.633
1469 396.549 807.04
1470 372.668 669.938
1471 329.612 531.577
1472 420.81 751.805
1473 396.644 611.737
1475 440.03 670.737
1476 389.863 534.116
1477 449.705 666.599
1479 418.472 539.805
1480 415.153 383.905
1481 460.754 390.697
1482 647.763 966.371
1483 562.362 460.025
1484 551.5 361.321
1485 511.819 83.1689
1486 12.1574 529.485
1487 22.8437 1115.94
1488 25.9227 900.22
1489 26.6905 1132.83
1490 26.955 1107.84
1491 33.6292 1011.05
1492 37.7111 1058.73
1493 41.7663 433.141
1494 42.5899 1063.76
1495 57.8896 583.85
1496 123.888 500.192
1497 369.72 495.613
1498 501.821 85.36
Visibility for camera video5771447340057498062_frame00021.jpg
97
612 132.529 442.797
671 177.912 676.816
698 109.73 461.206
701 112.823 523.125
726 283.854 1118.32
739 181.293 463.123
741 182.04 598.915
743 159.065 693.757
744 283.763 455.866
752 679.025 235.451
761 396.854 1107.8
762 449.705 940.821
768 623.964 824.1
783 52.2685 616.12
785 43.6056 699.649
787 132.013 928.914
789 254.827 515.071
790 236.87 945.189
791 460.994 237.694
792 469.601 245.075
796 360.088 1088.31
800 679.025 235.451
801 607.233 598.516
835 194.349 690.758
837 418.281 521.375
838 427.929 597.207
839 457.754 604.389
840 473.294 684.462
841 472.336 593.932
847 508.762 609.895
849 616.734 587.855
1430 608.094 720.901
1433 534.649 603.628
1438 601.918 609.324
1440 548.719 537.233
1441 636.971 620.802
1443 597.325 493.107
1446 607.836 491.792
1447 685.849 617.52
1450 420.043 294.793
1457 486.92 253.414
1458 660.15 232.406
1460 506.802 978.391
1462 470.685 836.912
1463 387.385 595.238
1464 610.104 955.953
1465 518.366 767.437
1466 46.0753 118.846
1467 666.191 933.014
1469 643.288 823.659
1470 577.966 679.209
1471 468.441 535.687
1472 650.065 762.666
1473 570.546 616.406
1474 517.721 519.918
1475 654.425 677.337
1477 665.777 672.487
1478 561.156 535.677
1479 566.812 541.019
1480 519.128 379.914
1481 568.124 386.894
1483 697.319 455.195
1484 665.223 354.599
1485 485.041 80.0174
1487 323.539 1198.13
1488 246.434 951.151
1489 338.557 1217.36
1490 323.484 1185.83
1491 311.918 1077.77
1492 310.896 1129.2
1493 116.824 438.925
1494 318.227 1133.16
1495 183.002 601.119
1496 235.481 509.545
1497 515.319 495.854
1498 475.199 82.2284
1499 18.7602 335.136
1500 20.0989 620.073
1501 35.8431 608.352
1502 48.2158 583.975
1503 56.68 828.083
1504 63.8595 936.631
1505 68.4481 606.618
1506 97.5643 815.289
1507 101.569 716.862
1508 109.733 520.247
1509 111.8 835.066
1510 116.511 584.124
1511 137.54 539.858
1512 161.551 623.391
1513 185.789 472.055
1514 195.793 713.328
1515 196.405 746.081
1516 212.875 470.026
1517 235.481 509.545
1518 242.923 625.826
1519 267.842 393.757
Visibility for camera video5771447340057498062_frame00022.jpg
98
524 114.765 518.015
533 75.0539 743.276
612 224.001 448.072
623 442.166 343.206
667 77.6871 1177.4
671 347.351 691.763
673 148.915 1165.14
675 196.939 1156.41
698 198.036 467.128
701 221.86 532.581
702 99.3591 998.504
707 168.179 1161.76
711 244.618 1155.01
724 587.101 1042.58
